gi|506924386|ref|NC_021251.1|;mycobacterium_tuberculosis_ccdc5079-a
gi|564189958|gb|AYNW01000904.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189947|gb|AYNW01000905.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189932|gb|AYNW01000906.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189922|gb|AYNW01000907.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189905|gb|AYNW01000908.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189897|gb|AYNW01000909.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189881|gb|AYNW01000910.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189859|gb|AYNW01000911.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189837|gb|AYNW01000912.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189829|gb|AYNW01000913.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189816|gb|AYNW01000914.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189800|gb|AYNW01000915.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189777|gb|AYNW01000916.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189744|gb|AYNW01000917.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189730|gb|AYNW01000918.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189719|gb|AYNW01000919.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189712|gb|AYNW01000920.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189704|gb|AYNW01000921.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189688|gb|AYNW01000922.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189664|gb|AYNW01000923.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189657|gb|AYNW01000924.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189634|gb|AYNW01000925.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189598|gb|AYNW01000926.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189581|gb|AYNW01000927.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189575|gb|AYNW01000928.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189561|gb|AYNW01000929.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189537|gb|AYNW01000930.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189521|gb|AYNW01000931.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189507|gb|AYNW01000932.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189488|gb|AYNW01000933.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189479|gb|AYNW01000934.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189471|gb|AYNW01000935.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189451|gb|AYNW01000936.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189423|gb|AYNW01000937.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189400|gb|AYNW01000938.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189382|gb|AYNW01000939.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189368|gb|AYNW01000940.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189353|gb|AYNW01000941.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189330|gb|AYNW01000942.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189315|gb|AYNW01000943.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189305|gb|AYNW01000944.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189284|gb|AYNW01000945.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189272|gb|AYNW01000946.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189237|gb|AYNW01000947.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189233|gb|AYNW01000948.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189228|gb|AYNW01000949.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189191|gb|AYNW01000950.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189174|gb|AYNW01000951.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189156|gb|AYNW01000952.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189142|gb|AYNW01000953.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189126|gb|AYNW01000954.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189106|gb|AYNW01000955.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189096|gb|AYNW01000956.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189085|gb|AYNW01000957.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189064|gb|AYNW01000958.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189046|gb|AYNW01000959.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189037|gb|AYNW01000960.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189014|gb|AYNW01000961.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564189004|gb|AYNW01000962.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188991|gb|AYNW01000963.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188970|gb|AYNW01000964.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188947|gb|AYNW01000965.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188938|gb|AYNW01000966.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188927|gb|AYNW01000967.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188920|gb|AYNW01000968.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188906|gb|AYNW01000969.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188889|gb|AYNW01000970.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188873|gb|AYNW01000971.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188854|gb|AYNW01000972.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188843|gb|AYNW01000973.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188833|gb|AYNW01000974.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188813|gb|AYNW01000975.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188806|gb|AYNW01000976.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188800|gb|AYNW01000977.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188779|gb|AYNW01000978.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188767|gb|AYNW01000979.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188762|gb|AYNW01000980.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188751|gb|AYNW01000981.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188739|gb|AYNW01000982.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188731|gb|AYNW01000983.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188716|gb|AYNW01000984.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188705|gb|AYNW01000985.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188693|gb|AYNW01000986.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188678|gb|AYNW01000987.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188673|gb|AYNW01000988.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188663|gb|AYNW01000989.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188651|gb|AYNW01000990.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188642|gb|AYNW01000991.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188623|gb|AYNW01000992.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188612|gb|AYNW01000993.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188596|gb|AYNW01000994.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188589|gb|AYNW01000995.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188582|gb|AYNW01000996.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188571|gb|AYNW01000997.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188548|gb|AYNW01000998.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188535|gb|AYNW01000999.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188510|gb|AYNW01001000.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188502|gb|AYNW01001001.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188486|gb|AYNW01001002.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188468|gb|AYNW01001003.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188457|gb|AYNW01001004.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188438|gb|AYNW01001005.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188426|gb|AYNW01001006.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188414|gb|AYNW01001007.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188382|gb|AYNW01001008.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188376|gb|AYNW01001009.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188364|gb|AYNW01001010.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188350|gb|AYNW01001011.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188337|gb|AYNW01001012.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188320|gb|AYNW01001013.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188299|gb|AYNW01001014.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188255|gb|AYNW01001015.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188234|gb|AYNW01001016.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188220|gb|AYNW01001017.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188197|gb|AYNW01001018.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188168|gb|AYNW01001019.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188144|gb|AYNW01001020.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188134|gb|AYNW01001021.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188117|gb|AYNW01001022.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188109|gb|AYNW01001023.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188096|gb|AYNW01001024.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188078|gb|AYNW01001025.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188065|gb|AYNW01001026.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188050|gb|AYNW01001027.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188022|gb|AYNW01001028.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564188015|gb|AYNW01001029.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187998|gb|AYNW01001030.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187969|gb|AYNW01001031.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187954|gb|AYNW01001032.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187930|gb|AYNW01001033.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187907|gb|AYNW01001034.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187889|gb|AYNW01001035.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187870|gb|AYNW01001036.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187840|gb|AYNW01001037.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187794|gb|AYNW01001038.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187756|gb|AYNW01001039.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187710|gb|AYNW01001040.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187703|gb|AYNW01001041.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187686|gb|AYNW01001042.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187674|gb|AYNW01001043.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187662|gb|AYNW01001044.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187656|gb|AYNW01001045.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187628|gb|AYNW01001046.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187615|gb|AYNW01001047.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187605|gb|AYNW01001048.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187596|gb|AYNW01001049.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187580|gb|AYNW01001050.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187561|gb|AYNW01001051.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187552|gb|AYNW01001052.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187531|gb|AYNW01001053.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187520|gb|AYNW01001054.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187506|gb|AYNW01001055.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187487|gb|AYNW01001056.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187449|gb|AYNW01001057.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187446|gb|AYNW01001058.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187435|gb|AYNW01001059.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187427|gb|AYNW01001060.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187409|gb|AYNW01001061.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187399|gb|AYNW01001062.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187381|gb|AYNW01001063.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187367|gb|AYNW01001064.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187356|gb|AYNW01001065.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187351|gb|AYNW01001066.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187331|gb|AYNW01001067.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187318|gb|AYNW01001068.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187308|gb|AYNW01001069.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187294|gb|AYNW01001070.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187284|gb|AYNW01001071.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187277|gb|AYNW01001072.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187247|gb|AYNW01001073.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187238|gb|AYNW01001074.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187225|gb|AYNW01001075.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187214|gb|AYNW01001076.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187204|gb|AYNW01001077.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187187|gb|AYNW01001078.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187168|gb|AYNW01001079.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187154|gb|AYNW01001080.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187128|gb|AYNW01001081.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187116|gb|AYNW01001082.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187097|gb|AYNW01001083.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187062|gb|AYNW01001084.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187051|gb|AYNW01001085.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187034|gb|AYNW01001086.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187023|gb|AYNW01001087.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564187008|gb|AYNW01001088.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186979|gb|AYNW01001089.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186962|gb|AYNW01001090.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186932|gb|AYNW01001091.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186925|gb|AYNW01001092.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186907|gb|AYNW01001093.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186898|gb|AYNW01001094.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186879|gb|AYNW01001095.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186866|gb|AYNW01001096.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186848|gb|AYNW01001097.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186840|gb|AYNW01001098.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186821|gb|AYNW01001099.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186813|gb|AYNW01001100.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186803|gb|AYNW01001101.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186786|gb|AYNW01001102.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186764|gb|AYNW01001103.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186757|gb|AYNW01001104.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186738|gb|AYNW01001105.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186728|gb|AYNW01001106.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186718|gb|AYNW01001107.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186709|gb|AYNW01001108.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186699|gb|AYNW01001109.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186662|gb|AYNW01001110.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186658|gb|AYNW01001111.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186634|gb|AYNW01001112.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186612|gb|AYNW01001113.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186551|gb|AYNW01001114.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186542|gb|AYNW01001115.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186534|gb|AYNW01001116.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186526|gb|AYNW01001117.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186501|gb|AYNW01001118.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186494|gb|AYNW01001119.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186469|gb|AYNW01001120.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186457|gb|AYNW01001121.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186449|gb|AYNW01001122.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186439|gb|AYNW01001123.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186424|gb|AYNW01001124.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186408|gb|AYNW01001125.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186390|gb|AYNW01001126.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186373|gb|AYNW01001127.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186366|gb|AYNW01001128.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186350|gb|AYNW01001129.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186338|gb|AYNW01001130.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186325|gb|AYNW01001131.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186307|gb|AYNW01001132.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186285|gb|AYNW01001133.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186256|gb|AYNW01001134.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186246|gb|AYNW01001135.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186234|gb|AYNW01001136.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186223|gb|AYNW01001137.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186217|gb|AYNW01001138.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186198|gb|AYNW01001139.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186167|gb|AYNW01001140.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186154|gb|AYNW01001141.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186141|gb|AYNW01001142.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186132|gb|AYNW01001143.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186119|gb|AYNW01001144.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186109|gb|AYNW01001145.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186102|gb|AYNW01001146.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186087|gb|AYNW01001147.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186062|gb|AYNW01001148.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186048|gb|AYNW01001149.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564186013|gb|AYNW01001150.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185999|gb|AYNW01001151.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185993|gb|AYNW01001152.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185988|gb|AYNW01001153.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185956|gb|AYNW01001154.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185945|gb|AYNW01001155.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185931|gb|AYNW01001156.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185915|gb|AYNW01001157.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185904|gb|AYNW01001158.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185889|gb|AYNW01001159.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185875|gb|AYNW01001160.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185864|gb|AYNW01001161.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185848|gb|AYNW01001162.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185839|gb|AYNW01001163.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185822|gb|AYNW01001164.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185815|gb|AYNW01001165.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185795|gb|AYNW01001166.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185783|gb|AYNW01001167.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185766|gb|AYNW01001168.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185760|gb|AYNW01001169.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185743|gb|AYNW01001170.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185739|gb|AYNW01001171.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185732|gb|AYNW01001172.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185711|gb|AYNW01001173.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185700|gb|AYNW01001174.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185694|gb|AYNW01001175.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185686|gb|AYNW01001176.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185679|gb|AYNW01001177.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185667|gb|AYNW01001178.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185655|gb|AYNW01001179.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185644|gb|AYNW01001180.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185634|gb|AYNW01001181.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185625|gb|AYNW01001182.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185617|gb|AYNW01001183.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185595|gb|AYNW01001184.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185585|gb|AYNW01001185.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185571|gb|AYNW01001186.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185549|gb|AYNW01001187.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185530|gb|AYNW01001188.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185513|gb|AYNW01001189.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185501|gb|AYNW01001190.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185493|gb|AYNW01001191.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185476|gb|AYNW01001192.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
gi|564185458|gb|AYNW01001193.1|;mycobacterium_avium_subsp_paratuberculosis_10_5975
